frame_id,rating
frame_281.jpg,neutral
frame_282.jpg,neutral
frame_283.jpg,neutral
frame_284.jpg,neutral
frame_285.jpg,neutral
frame_286.jpg,not face
frame_287.jpg,neutral
frame_288.jpg,smile
frame_289.jpg,smile
frame_290.jpg,neutral
frame_291.jpg,neutral
frame_292.jpg,not face
frame_303.jpg,neutral
frame_304.jpg,neutral
frame_305.jpg,neutral
frame_306.jpg,neutral
frame_307.jpg,neutral
frame_308.jpg,not face
frame_309.jpg,not face
frame_310.jpg,smile
frame_311.jpg,neutral
frame_312.jpg,negative
frame_313.jpg,not face
frame_314.jpg,not face
frame_315.jpg,neutral
frame_316.jpg,not face
frame_317.jpg,neutral
frame_318.jpg,neutral
frame_319.jpg,neutral
frame_320.jpg,neutral
frame_321.jpg,neutral
frame_322.jpg,not face
frame_323.jpg,neutral
frame_324.jpg,not face
frame_325.jpg,neutral
frame_326.jpg,neutral
frame_327.jpg,neutral
frame_328.jpg,negative
frame_329.jpg,not face
frame_330.jpg,not face
frame_331.jpg,negative
frame_332.jpg,neutral
frame_343.jpg,not face
frame_344.jpg,neutral
frame_345.jpg,neutral
frame_346.jpg,not face
frame_347.jpg,neutral
frame_348.jpg,neutral
frame_349.jpg,neutral
frame_350.jpg,neutral
frame_351.jpg,neutral
frame_352.jpg,neutral
frame_353.jpg,neutral
frame_354.jpg,neutral
frame_355.jpg,neutral
frame_356.jpg,neutral
frame_357.jpg,neutral
frame_358.jpg,neutral
frame_359.jpg,neutral
frame_360.jpg,neutral
frame_361.jpg,neutral
frame_362.jpg,neutral
frame_363.jpg,not face
frame_364.jpg,neutral
frame_365.jpg,neutral
frame_366.jpg,neutral
frame_367.jpg,neutral
frame_368.jpg,neutral
frame_369.jpg,neutral
frame_370.jpg,neutral
frame_371.jpg,neutral
frame_372.jpg,neutral
frame_383.jpg,neutral
frame_384.jpg,neutral
frame_385.jpg,not face
frame_386.jpg,neutral
frame_387.jpg,neutral
frame_388.jpg,neutral
frame_389.jpg,neutral
frame_390.jpg,neutral
frame_391.jpg,neutral
frame_392.jpg,neutral
frame_393.jpg,neutral
frame_394.jpg,not face
frame_395.jpg,neutral
frame_396.jpg,neutral
frame_397.jpg,neutral
frame_398.jpg,neutral
frame_399.jpg,neutral
frame_400.jpg,neutral
frame_401.jpg,neutral
frame_402.jpg,neutral
frame_403.jpg,neutral
frame_404.jpg,neutral
frame_405.jpg,neutral
frame_406.jpg,neutral
frame_407.jpg,neutral
frame_408.jpg,neutral
frame_409.jpg,not face
frame_410.jpg,neutral
frame_411.jpg,neutral
frame_412.jpg,not face
frame_423.jpg,neutral
frame_424.jpg,neutral
frame_425.jpg,neutral
frame_426.jpg,neutral
frame_427.jpg,not face
frame_428.jpg,neutral
frame_429.jpg,neutral
frame_430.jpg,not face
frame_431.jpg,neutral
frame_432.jpg,neutral
frame_433.jpg,neutral
frame_434.jpg,neutral
frame_435.jpg,not face
frame_436.jpg,not face
frame_437.jpg,neutral
frame_438.jpg,neutral
frame_439.jpg,neutral
frame_440.jpg,neutral
frame_441.jpg,neutral
frame_442.jpg,neutral
frame_453.jpg,not face
frame_454.jpg,neutral
frame_455.jpg,neutral
frame_456.jpg,neutral
frame_457.jpg,neutral
frame_458.jpg,neutral
frame_459.jpg,not face
frame_460.jpg,not face
frame_461.jpg,not face
frame_462.jpg,not face
frame_472.jpg,neutral
frame_473.jpg,not face
frame_474.jpg,neutral
frame_475.jpg,neutral
frame_476.jpg,not face
frame_477.jpg,neutral
frame_478.jpg,neutral
frame_479.jpg,not face
frame_480.jpg,neutral
frame_481.jpg,neutral
frame_493.jpg,neutral
